id,section,cluster,wave,title,slug,primary_keyword,volume,kd,intent,evidence,angle_rationale,format,word_count,cta_primary,cta_secondary,hub_link,image_source,image_concept,og_treatment,meta_title,meta_description,schema,status,notes
H143,hyrox,Workouts,3,HYROX running workouts: intervals that build compromised speed,hyrox-running-workouts-intervals-that-build-compromised-speed,hyrox running workout,,,Informational,longtail-unevidenced,Run sub-library; compromised-running intervals are our signature concept,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/workouts,own-photo,track/bend-lanes-bw.jpg,"photo + title band, brand dark/chartreuse, 1200x630",HYROX running workouts: intervals that build compromised speed | Suth Performance,Run sub-library. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H144,hyrox,Workouts,3,The 45-minute HYROX gym workout for normal gyms,45-minute-hyrox-gym-workout-for-normal-gyms,hyrox gym workout,110,51,Informational,semrush,No-sled-lane reality; machine substitutions; huge practical value,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/workouts,ai-generate,"busy commercial gym floor, athlete improvising sled push on prowler","photo + title band, brand dark/chartreuse, 1200x630",The 45-minute HYROX gym workout for normal gyms | Suth Performance,No-sled-lane reality. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H145,hyrox,Workouts,3,"HYROX doubles workouts: train the handoff, not just the engine",hyrox-doubles-workouts-train-the-handoff-not-just-the-engine,hyrox doubles workout,140,32,Informational,semrush,KD32; pair session structures with split strategies,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/workouts,own-photo,track/pair-elevated-bw.jpg,"photo + title band, brand dark/chartreuse, 1200x630","HYROX doubles workouts: train the handoff, not just the engine | Suth Performance",KD32. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H146,hyrox,Workouts,3,Hotel room HYROX: travel workouts that keep the engine running,hotel-room-hyrox-travel-workouts-that-keep-the-engine-running,hyrox travel workout,,,Informational,longtail-unevidenced,Travel/consistency niche; professional-audience overlap,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/workouts,ai-generate,"athlete doing burpees in minimal hotel room, dawn window","photo + title band, brand dark/chartreuse, 1200x630",Hotel room HYROX: travel workouts that keep the engine running | Suth Performance,Travel/consistency niche. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H147,hyrox,Workouts,4,HYROX EMOMs: 10 clock-based engine builders,hyrox-emoms-10-clock-based-engine-builders,hyrox emom,,,Informational,longtail-unevidenced,Format-specific library; glossary crosslink,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/workouts,data-graphic,EMOM session cards,"headline stat rendered as branded card, 1200x630",HYROX EMOMs: 10 clock-based engine builders | Suth Performance,Format-specific library. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H148,hyrox,Workouts,4,"One dumbbell, full HYROX session: minimal-kit workouts",one-dumbbell-full-hyrox-session-minimal-kit-workouts,hyrox workout with dumbbells,,,Informational,longtail-unevidenced,Equipment-minimum angle; home audience,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/workouts,ai-generate,"single dumbbell on garage floor, athlete mid lunge","photo + title band, brand dark/chartreuse, 1200x630","One dumbbell, full HYROX session: minimal-kit workouts | Suth Performance",Equipment-minimum angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H149,hyrox,Workouts,4,HYROX circuit training: build race rhythm in a group class,hyrox-circuit-training-build-race-rhythm-in-a-group-class,hyrox circuit,390,57,Informational,semrush,Class-format angle; gym-partner programme synergy,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/workouts,ai-generate,"small group circuit class mid-rotation, energetic","photo + title band, brand dark/chartreuse, 1200x630",HYROX circuit training: build race rhythm in a group class | Suth Performance,Class-format angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H150,hyrox,Gear,1,"HYROX trainers: how to choose, and what the race actually demands",hyrox-trainers-how-to-choose-and-what-the-race-actually-demands,hyrox trainers,2900,22,Commercial,semrush,"2,900/KD22 head commercial term. RETITLED 2026-08-02: was 'Best HYROX shoes 2026: tested by racing feet', which claims testing we have not done (hard rule 1). Write as selection criteria grounded in the eight stations, not a ranked verdict, until a real test exists",guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"worn racing shoes beside sled track chalk marks, top-down","photo + title band, brand dark/chartreuse, 1200x630","HYROX trainers: how to choose, and what the race actually demands | Suth Performance","2,900/KD22 head commercial term. RETITLED 2026-08-02: was 'Best HYROX shoes 2026: tested by racing feet', which claims testing we have not done (hard rule 1).",Article + BreadcrumbList (+HowTo where stepped),planned,
H151,hyrox,Gear,1,Best trainers for HYROX: the shortlist by foot type and budget,best-trainers-for-hyrox-the-shortlist-by-foot-type-and-budget,best trainers for hyrox,1000,25,Commercial,semrush,"1,000/KD25 sibling intent; chooser-format by need",guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,data-graphic,shoe chooser decision tree,"headline stat rendered as branded card, 1200x630",Best trainers for HYROX: the shortlist by foot type and budget | Suth Performance,"1,000/KD25 sibling intent. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),planned,
H152,hyrox,Gear,1,HYROX bag checklist: everything in a racer's kit bag,hyrox-bag-checklist-everything-in-a-racers-kit-bag,hyrox bag,1600,17,Informational,semrush,"1,600/KD17; flat-lay content; printable checklist; kit-list refresh",guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"race kit flat lay on gym floor, labelled naturally","photo + title band, brand dark/chartreuse, 1200x630",HYROX bag checklist: everything in a racer's kit bag | Suth Performance,"1,600/KD17. From the Elite 15 HYROX coaching team at Suth Performance.",Article + BreadcrumbList (+HowTo where stepped),refresh,
H153,hyrox,Gear,2,HYROX trainers for women: what actually fits and grips,hyrox-trainers-for-women-what-actually-fits-and-grips,hyrox trainers women,480,21,Info/Commercial,semrush,480/KD21; women-specific fit guidance nobody does properly,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"female athlete tying laces trackside, shoe detail focus","photo + title band, brand dark/chartreuse, 1200x630",HYROX trainers for women: what actually fits and grips | Suth Performance,480/KD21. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H154,hyrox,Gear,2,What to wear for HYROX: kit that survives all 8 stations,what-to-wear-for-hyrox-kit-that-survives-all-8-stations,what to wear hyrox,,,Informational,longtail-unevidenced,Practical apparel guide; sweat/grip/chafe honesty,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,own-photo,track/pair-frontal-bw.jpg,"photo + title band, brand dark/chartreuse, 1200x630",What to wear for HYROX: kit that survives all 8 stations | Suth Performance,Practical apparel guide. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H155,hyrox,Gear,2,HYROX equipment guide: what the race uses (and home equivalents),hyrox-equipment-guide-what-the-race-uses-and-home-equivalents,hyrox equipment,320,17,Informational,semrush,320/KD17; spec table of race kit + budget home alternatives,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,data-graphic,race equipment spec table,"headline stat rendered as branded card, 1200x630",HYROX equipment guide: what the race uses (and home equivalents) | Suth Performance,320/KD17. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H156,hyrox,Gear,2,"Grip socks, gloves and grips: what helps, what's a gimmick",grip-socks-gloves-and-grips-what-helps-whats-a-gimmick,hyrox gloves,,,Informational,longtail-unevidenced,Accessory honesty post; affiliate potential later,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"chalked palms holding farmers handles, macro detail","photo + title band, brand dark/chartreuse, 1200x630","Grip socks, gloves and grips: what helps, what's a gimmick | Suth Performance",Accessory honesty post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H157,hyrox,Gear,3,HYROX gifts: 20 presents athletes actually want,hyrox-gifts-20-presents-athletes-actually-want,hyrox gift,110,13,Informational,semrush,KD13 seasonal quick win; November publish for gifting SERP,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"wrapped gifts beside kettlebell and race bib, tasteful","photo + title band, brand dark/chartreuse, 1200x630",HYROX gifts: 20 presents athletes actually want | Suth Performance,KD13 seasonal quick win. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H158,hyrox,Gear,3,"Home HYROX gym: the £500 / £1,500 / £5,000 builds",home-hyrox-gym-the-500-1500-5000-builds,home hyrox gym,,,Informational,longtail-unevidenced,Budget-tiered build guide; big share performance,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"tidy garage gym three-quarter view, sled ski erg wall ball","photo + title band, brand dark/chartreuse, 1200x630","Home HYROX gym: the £500 / £1,500 / £5,000 builds | Suth Performance",Budget-tiered build guide. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H159,hyrox,Gear,3,"HYROX watch setup: screens, laps and data that helps mid-race",hyrox-watch-setup-screens-laps-and-data-that-helps-mid-race,hyrox watch settings,,,Informational,longtail-unevidenced,Practical tech post; Garmin/Apple setups; screenshots,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,"wrist close-up race screen on watch, gym blur background","photo + title band, brand dark/chartreuse, 1200x630","HYROX watch setup: screens, laps and data that helps mid-race | Suth Performance",Practical tech post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H160,hyrox,Gear,3,Budget HYROX setup: train properly for under £300,budget-hyrox-setup-train-properly-for-under-300,budget hyrox equipment,,,Informational,longtail-unevidenced,Access angle; beginner-friendly; equipment-gap synergy,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,ai-generate,secondhand kettlebell sandbag diy sled on driveway,"photo + title band, brand dark/chartreuse, 1200x630",Budget HYROX setup: train properly for under £300 | Suth Performance,Access angle. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H161,hyrox,Gear,4,HYROX race day packing list: the night-before ritual,hyrox-race-day-packing-list-the-night-before-ritual,hyrox packing list,,,Informational,longtail-unevidenced,Checklist micro-post; printable PDF; links bag checklist,guide,1500,HYROX kit checklist download,Free HYROX plan maker,/hyrox/gear,data-graphic,printable packing checklist,"headline stat rendered as branded card, 1200x630",HYROX race day packing list: the night-before ritual | Suth Performance,Checklist micro-post. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),planned,
H162,hyrox,Nutrition & Race Day,1,What to eat before HYROX: the 48-hour fuelling plan,what-to-eat-before-hyrox-the-48-hour-fuelling-plan,what to eat before hyrox,,,Informational,longtail-unevidenced,Core nutrition query; hour-by-hour timeline; race-day refresh,guide,1500,Free HYROX plan maker (branded PDF),Take the fitness assessment quiz,/hyrox/nutrition,ai-generate,"prepped meals in containers on kitchen counter, athlete's kitchen","photo + title band, brand dark/chartreuse, 1200x630",What to eat before HYROX: the 48-hour fuelling plan | Suth Performance,Core nutrition query. From the Elite 15 HYROX coaching team at Suth Performance.,Article + BreadcrumbList (+HowTo where stepped),refresh,
